Código CNO-11: 1111,"MIEMBROS DEL PODER EJECUTIVO (NACIONAL, AUTONÓMICO Y LOCAL) Y DEL PODER LEGISLATIVO",,,,,,,,,
"GPR:
F; G; J; L","SECTOR DE ACTIVIDAD (CNAE):
?  84: Administración Pública y defensa; Seguridad Social obligatoria",,,,,,,,,
"OCUPACIONES INCLUIDAS:
-  Presidentes del Gobierno
-  Ministros del gobierno
-  Diputados al Parlamento
"POSIBLES MENCIONES EN EL CUADRO DE ENFERMEDADES PROFESIONALES:
-  No se contemplan de manera específica",,,,,,,,,,
Código CNO-11:  2326,PROFESIONALES DE LA EDUCACIÓN AMBIENTAL,,,,,,,,,
REQUERIMIENTOS,GRADO,,,,,REQUERIMIENTOS,GRADO,,,
,1,2,3,4,,,1,2,3,4
Carga física,X,,,,,Carga mental,,,,
Carga biomecánica,,,,,,Comunicación,,,,X
Columna cervical,,X,,,,Atención al público,,X,,
Columna dorsolumbar,,X,,,,Toma de decisiones,,,X,
Hombro,X,,,,,Atención/complejidad,,,X,
Codo,X,,,,,Apremio,X,,,
Mano,,X,,,,Dependencia,X,,,
Cadera,X,,,,,Visión,,,,
Rodilla,X,,,,,Agudeza visual,,,X,
Tobillo/pie,X,,,,,Campo visual,,X,,
Manejo de cargas,X,,,,,Audición,,X,,
Trabajo de precisión,X,,,,,Voz,,,X,
Sedestación,,X,,,,Sensibilidad,,,,
Bipedestación,,,,,,Superficial,X,,,
Estática,,X,,,,Profunda,,X,,
Dinámica,,X,,,,,,,,
Marcha por terreno irregular,X,,,,,,,,,
POSIBLES RIESGOS  Y CIRCUNSTANCIAS ESPECÍFICAS,,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL AMBIENTE LABORAL:
-  No constan",,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL MATERIAL/HERRAMIENTAS DE TRABAJO:
-  Manejo de vehículos
-  Utilización de pantallas de visualización de datos",,,,,,,,,,
"CIRCUNSTANCIAS ESPECÍFICAS DEL MEDIO LABORAL:
-  Trabajos en intemperie",,,,,,,,,,
|,,,,,,,,,,
Código CNO-11:  2329,PROFESORES Y PROFESIONALES DE LA ENSEÑANZA NO CLASIFICADOS BAJO OTROS EPÍGRAFES,,,,,,,,,
"GPR:
F; G; J; L","SECTOR DE ACTIVIDAD (CNAE):
?  85: Educación",,,,,,,,,
"OCUPACIONES INCLUIDAS:
-  Profesores de apoyo (clases particulares o academias)
-  Orientadores escolares",,"OCUPACIONES AFINES NO INCLUIDAS:
- 2210: Profesores de universidad
- 2220: Profesores de formación profesional
- 2230: Profesores de enseñanza secundaria
- 2240: Maestros de educación primaria
- 2322: Profesores de idiomas
- 2323: Profesores de danza
- 2324: Profesores de arte dramático
- 2324: Profesores de pintura
- 2326: Profesionales  educación ambiental
- 2625: Especialistas en formación de personal en habilidades personales
- 2823: Psicólogos escolares
- 2824: Educadores familiares,
- 2824: Trabajadores sociales
- 5894: Instructores de autoescuela",,,,,,,,
"REFERENCIAS:
Cualificación profesional (CNCP): no existe
Permisos administrativos: no requiere certificación específica",,,,,,,,,,
"COMPETENCIAS Y TAREAS:
Este  grupo  primario  abarca  a  los  profesionales  de  la  enseñanza  no  clasificados  separadamente  en  los subgrupos principales 22, Profesionales de la enseñanza infantil a universitaria y 23, Otros profesionales de la enseñanza. Se incluyen, por ejemplo, quienes dan clases particulares sobre materias distintas de los idiomas,  la  música,  las  artes  y  la  tecnología  de  la  información.  Así  como  aquellos  que  asesoran  a  los alumnos sobre temas educativos.
Entre sus tareas se incluyen:
-  evaluar el nivel de capacidad de los alumnos y determinar sus necesidades de aprendizaje;
-  planificar, preparar e impartir programas de estudio, clases y talleres de forma individual o en grupo;
-  preparar y presentar materiales sobre teoría de la materia de estudio;
-  enseñar  y  demostrar  aspectos  prácticos  de  la  materia  de  estudio;  asignar  ejercicios  y  trabajos adecuados  al  nivel  de  capacidad,  los  intereses  y  la  aptitud  de  los  alumnos;  evaluar  a  los  alumnos  y ofrecerles asesoramiento, críticas y estímulo;
-  revisar los planes de estudios, el contenido de los cursos, los materiales de los cursos y los métodos de enseñanza; preparar a los alumnos para exámenes y evaluaciones;
-  asesorar a los alumnos sobre cuestiones educativas tales como la selección de los cursos y programas, los  horarios  de  las  clases,  la  adaptación  escolar,  las  faltas  injustificadas,  los  hábitos  de  estudio  y  la planificación de la carrera profesional; asesorar a los alumnos para ayudarles a comprender y superar los problemas personales, sociales o de comportamiento que afecten a su educación;
-  preparar a los alumnos para ulteriores experiencias educativas alentándoles a explorar oportunidades de aprendizaje y a perseverar en tareas exigentes.",,,,,,,,,,
"POSIBLES MENCIONES EN EL CUADRO DE ENFERMEDADES PROFESIONALES:
-  2L0101:  Nódulos  de  las  cuerdas  vocales  a  causa  de  esfuerzos  sostenidos  de  la  voz    por  motivos profesionales",,,,,,,,,,
Código CNO-11:  2329,PROFESORES Y PROFESIONALES DE LA ENSEÑANZA NO CLASIFICADOS BAJO OTROS EPÍGRAFES,,,,,,,,,
REQUERIMIENTOS,GRADO,,,,,REQUERIMIENTOS,GRADO,,,
,1,2,3,4,,,1,2,3,4
Carga física,X,,,,,Carga mental,,,,
Carga biomecánica,,,,,,Comunicación,,,,X
Columna cervical,X,,,,,Atención al público,,X,,
Columna dorsolumbar,X,,,,,Toma de decisiones,,,X,
Hombro,X,,,,,Atención/complejidad,,,X,
Codo,X,,,,,Apremio,,X,,
Mano,,X,,,,Dependencia,,X,,
Cadera,X,,,,,Visión,,,,
Rodilla,X,,,,,Agudeza visual,,,X,
Tobillo/pie,X,,,,,Campo visual,,X,,
Manejo de cargas,X,,,,,Audición,,X,,
Trabajo de precisión,X,,,,,Voz,,,X,
Sedestación,,X,,,,Sensibilidad,,,,
Bipedestación,,,,,,Superficial,,X,,
Estática,,X,,,,Profunda,,X,,
Dinámica,,X,,,,,,,,
Marcha por terreno irregular,X,,,,,,,,,
POSIBLES RIESGOS  Y CIRCUNSTANCIAS ESPECÍFICAS,,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL AMBIENTE LABORAL:
-  No constan",,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL MATERIAL/HERRAMIENTAS DE TRABAJO:
-  Utilización de pantallas de visualización de datos",,,,,,,,,,
"CIRCUNSTANCIAS ESPECÍFICAS DEL MEDIO LABORAL:
-  Trabajos en intemperie",,,,,,,,,,
|,,,,,,,,,,
Código CNO-11:  2411,FÍSICOS Y ASTRÓNOMOS,,,,,,,,,
"GPR:
F; G; J","SECTOR DE ACTIVIDAD (CNAE):
- 74: Otras actividades profesionales, científicas y técnicas",,,,,,,,,
"OCUPACIONES INCLUIDAS:
-  Astrónomos
-  Médicos físicos
-  Físicos nucleares
-  Físicos",,"OCUPACIONES AFINES NO INCLUIDAS:
- 2112: Médicos especialistas en medicina nuclear
- 2112: Médicos radiólogos
- 3311: Técnicos en Radioterapia",,,,,,,,
"REFERENCIAS:
Cualificación profesional (CNCP): no existe
Permisos administrativos: no requiere certificación específica",,,,,,,,,,
"COMPETENCIAS Y TAREAS:
Los físicos y astrónomos investigan, perfeccionan o desarrollan conceptos, teorías y métodos operativos relativos a la materia, el espacio, el tiempo, la energía, las fuerzas y los campos y a la relación recíproca entre  estos  fenómenos  físicos.  Aplican  los  conocimientos  científicos  de  la  física  y  la  astronomía  en  las actividades industriales, la medicina, la esfera militar y otros ámbitos.
Entre sus tareas se incluyen:
-  realizar  investigaciones  y  perfeccionar  o  desarrollar  los  conceptos,  las  teorías,  la  instrumentación,  el software y los métodos operativos de la física y la astronomía;
-  efectuar experimentos, ensayos y análisis sobre la estructura y propiedades de la materia en campos como  la  mecánica,  la  termodinámica,  la  electrónica,  la  generación  y  distribución  de  energía,  la aerodinámica, la óptica y el láser, la medicina, la ciencia del sonido, el magnetismo y la física nuclear;
-  evaluar   los   resultados   de   investigaciones   y   experimentos   y   formular   conclusiones,   recurriendo principalmente a técnicas y modelos matemáticos;
-  aplicar  principios,  técnicas  y  procesos  para  perfeccionar  o  mejorar  las  aplicaciones  industriales, médicas, militares y de otros tipos de los principios y técnicas de la física y la astronomía;
-  asegurar  el  carácter  seguro  y  efectivo  de  las  radiaciones  (ionizantes  y  no  ionizantes)  aplicadas  a  los pacientes para conseguir un resultado diagnóstico o terapéutico de conformidad con lo prescrito por un profesional médico;
-  asegurar la medición y caracterización exactas de las cantidades físicas usadas en aplicaciones médicas;
-  probar,  poner  a  punto  y  evaluar  los  equipos  usados  en  aplicaciones  como  la  técnica  de  imagen,  el tratamiento médico y la dosimetría;
-  asesorar  a  los  profesionales  médicos  y  a  los  demás  profesionales  de  la  salud  y  consultarles  para optimizar el equilibrio entre los efectos beneficiosos y nocivos de las radiaciones;
-  observar,  analizar  e  interpretar  fenómenos  celestes  e  idear  métodos,  modelos  numéricos  y  técnicas para  ampliar  los  conocimientos  en  campos  como  la  navegación,  la  comunicación  por  satélites,  la exploración espacial, los cuerpos celestes y la radiación cósmica;
-  elaborar, aplicar y mantener normas y protocolos para la medida de los fenómenos físicos y para el uso de la tecnología nuclear en aplicaciones industriales y médicas;
-  preparar ponencias e informes de carácter científico.",,,,,,,,,,
"POSIBLES MENCIONES EN EL CUADRO DE ENFERMEDADES PROFESIONALES:
-  No se contemplan de manera específica",,,,,,,,,,
Código CNO-11:  2411,FÍSICOS Y ASTRÓNOMOS,,,,,,,,,
REQUERIMIENTOS,GRADO,,,,,REQUERIMIENTOS,GRADO,,,
,1,2,3,4,,,1,2,3,4
Carga física,X,,,,,Carga mental,,,,
Carga biomecánica,,,,,,Comunicación,,,X,
Columna cervical,,X,,,,Atención al público,X,,,
Columna dorsolumbar,,X,,,,Toma de decisiones,,,X,
Hombro,X,,,,,Atención/complejidad,,,,X
Codo,X,,,,,Apremio,X,,,
Mano,,X,,,,Dependencia,X,,,
Cadera,X,,,,,Visión,,,,
Rodilla,X,,,,,Agudeza visual,,,X,
Tobillo/pie,X,,,,,Campo visual,,X,,
Manejo de cargas,X,,,,,Audición,,X,,
Trabajo de precisión,,X,,,,Voz,,X,,
Sedestación,,X,,,,Sensibilidad,,,,
Bipedestación,,,,,,Superficial,,X,,
Estática,,X,,,,Profunda,,X,,
Dinámica,,X,,,,,,,,
Marcha por terreno irregular,X,,,,,,,,,
POSIBLES RIESGOS  Y CIRCUNSTANCIAS ESPECÍFICAS,,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL AMBIENTE LABORAL:
-  Exposición a radiaciones ionizantes
-  Exposición a radiaciones no ionizantes",,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL MATERIAL/HERRAMIENTAS DE TRABAJO:
-  Manejo de equipos eléctricos
-  Utilización de pantallas de visualización de datos",,,,,,,,,,
"CIRCUNSTANCIAS ESPECÍFICAS DEL MEDIO LABORAL:
-  Trabajos nocturno en algunas ocupaciones",,,,,,,,,,
|,,,,,,,,,,
Código CNO-11:  2412,METEORÓLOGOS,,,,,,,,,
"GPR:
F; G; J","SECTOR DE ACTIVIDAD (CNAE):
- 74: Otras actividades profesionales, científicas y técnicas",,,,,,,,,
"OCUPACIONES INCLUIDAS:
-  Meteorólogos
-  Climatólogos
-  Meteorólogos, predicción del tiempo",,"OCUPACIONES AFINES NO INCLUIDAS:
- No constan",,,,,,,,
"REFERENCIAS:
Cualificación profesional (CNCP): no existe
Permisos administrativos: no requiere certificación específica",,,,,,,,,,
"COMPETENCIAS Y TAREAS:
Los meteorólogos preparan pronósticos del tiempo a corto o a largo plazo para su uso en la navegación aérea  o  marítima,  la  agricultura  y  otros  campos  y  para  la  información  del  público  en  general.  Realizan investigaciones relativas a la composición, estructura y dinámica de la atmósfera.
Entre sus tareas se incluyen:
-  investigar  la  dirección  y  velocidad  de  las  masas  de  aire,  las  presiones,  temperaturas,  humedad, transformaciones  físicas  y  químicas  de  los  contaminantes  y  otros  fenómenos,  como  la  formación  de nubes y precipitaciones, las perturbaciones eléctricas o la radiación solar;
-  analizar los datos obtenidos de estaciones meteorológicas, imágenes de radar o de satélites y modelos de ordenador para preparar pronósticos del tiempo;
-  preparar mapas, pronósticos y avisos a corto o a largo plazo sobre fenómenos atmosféricos tales como ciclones, tormentas y otros riesgos para la vida y los bienes, informar sobre ellos y difundir información sobre las condiciones atmosféricas a través de diversos medios, como la radio, la televisión, la prensa e internet;
-  realizar experimentos sobre dispersión de la niebla, siembra de nubes, lluvia artificial y otros tipos de programas de modificación del tiempo;
-  elaborar y probar modelos matemáticos del tiempo y del clima para uso experimental o práctico;
-  participar en estudios sobre el efecto del tiempo en el medio ambiente;
-  analizar  el  impacto  de  los  proyectos  industriales  y  de  la  actividad  humana  sobre  el  clima  y  sobre  la calidad del aire y colaborar con la comunidad de expertos en ciencias sociales, ingeniería y economía para elaborar estrategias de mitigación adecuadas;
-  esforzarse por proyectar y desarrollar nuevo equipos y procedimientos para la recopilación de datos meteorológicos, la teledetección y otras aplicaciones afines;
-  realizar investigaciones y perfeccionar o desarrollar conceptos, teorías y métodos operativos relativos a  la  composición,  estructura y  dinámica  de  la  atmósfera  y  preparar  ponencias  e  informes  científicos sobre el resultado de las mismas.",,,,,,,,,,
"POSIBLES MENCIONES EN EL CUADRO DE ENFERMEDADES PROFESIONALES:
-  No se contemplan de manera específica",,,,,,,,,,
Código CNO-11:  2412,METEORÓLOGOS,,,,,,,,,
REQUERIMIENTOS,GRADO,,,,,REQUERIMIENTOS,GRADO,,,
,1,2,3,4,,,1,2,3,4
Carga física,X,,,,,Carga mental,,,,
Carga biomecánica,,,,,,Comunicación,,,X,
Columna cervical,,X,,,,Atención al público,X,,,
Columna dorsolumbar,,X,,,,Toma de decisiones,,,X,
Hombro,X,,,,,Atención/complejidad,,,,X
Codo,X,,,,,Apremio,,X,,
Mano,,X,,,,Dependencia,,X,,
Cadera,X,,,,,Visión,,,,
Rodilla,X,,,,,Agudeza visual,,,X,
Tobillo/pie,X,,,,,Campo visual,,X,,
Manejo de cargas,X,,,,,Audición,,X,,
Trabajo de precisión,,X,,,,Voz,,X,,
Sedestación,,X,,,,Sensibilidad,,,,
Bipedestación,,,,,,Superficial,,X,,
Estática,,X,,,,Profunda,,X,,
Dinámica,,X,,,,,,,,
Marcha por terreno irregular,X,,,,,,,,,
POSIBLES RIESGOS  Y CIRCUNSTANCIAS ESPECÍFICAS,,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL AMBIENTE LABORAL:
-  No constan",,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL MATERIAL/HERRAMIENTAS DE TRABAJO:
-  Utilización de pantallas de visualización de datos",,,,,,,,,,
"CIRCUNSTANCIAS ESPECÍFICAS DEL MEDIO LABORAL:
-  No constan",,,,,,,,,,
|,,,,,,,,,,
Código CNO-11:  2413,QUÍMICOS,,,,,,,,,
"GPR:
F; G; J","SECTOR DE ACTIVIDAD (CNAE):
- 74: Otras actividades profesionales, científicas y técnicas",,,,,,,,,
"OCUPACIONES INCLUIDAS:
-  Químicos",,"OCUPACIONES AFINES NO INCLUIDAS:
- 2140: Farmacéuticos
- 2421: Bioquímicos
- 2421: Farmacólogos",,,,,,,,
"REFERENCIAS:
Cualificación profesional (CNCP): no existe
Permisos administrativos: no requiere certificación específica",,,,,,,,,,
"COMPETENCIAS Y TAREAS:
Los químicos investigan, perfeccionan o desarrollan conceptos, teorías y métodos operativos o aplican los conocimientos científicos de la química para idear nuevos conocimientos o productos y para el control de la calidad y de los procesos.
Entre sus tareas se incluyen:
-  realizar  investigaciones  y  perfeccionar  o  desarrollar  conceptos,  instrumentos,  teorías  y  métodos operativos de la química;
-  efectuar  experimentos,  ensayos  y  análisis  para  investigar  la  composición  química,  la  energía  y  las transformaciones  químicas  de  diversas  sustancias,  materiales  y  productos  naturales,  artificiales  o sintéticos;
-  elaborar  procedimientos  de  control  ambiental,  de  control  de  calidad  y  de  varios  otros  tipos  para fabricantes o usuarios;
-  realizar  programas  de  recopilación  y  análisis  de  muestras  y  de  datos  para  identificar  y  cuantificar sustancias ambientales tóxicas;
-  participar  en  proyectos  de  investigación  y  desarrollo  multidisciplinarios  con  ingenieros  químicos, biólogos, microbiólogos, agrónomos, geólogos y otros profesionales;
-  usar microorganismos para convertir sustancias en nuevos compuestos;
-  determinar el modo de reforzar o combinar los materiales existentes o desarrollar otros nuevos;
-  reproducir y sintetizar sustancias existentes en la naturaleza y crear otras nuevas artificiales;
-  preparar ponencias e informes de carácter científico.",,,,,,,,,,
"POSIBLES MENCIONES EN EL CUADRO DE ENFERMEDADES PROFESIONALES:
-  Grupo 1: Enfermedades profesionales causadas por agentes químicos
-  4H y 4I: Enfermedades causadas por la inhalación de sustancias de alto peso molecular (sustancias de origen  vegetal,  animal,  microorganismos,  y  sustancias  enzimáticas  de  origen  vegetal,  animal  y/o  de microorganismos)  y  sustancias  de  bajo  peso  molecular  (metales  y  sus  sales,  polvos  de  maderas, productos   farmacéuticos,   sustancias   químico   plásticas,   aditivos,   etc.):   Rinoconjuntivitis,   Asma, Alveolitis  alérgica  extrínseca,  S.  de  Disfunción  de  la  vía  aérea  reactiva,  Fibrosis  intersticial  difusa, Neumopatía intersticial difusa, Urticarias, Angioedemas y otras  de mecanismo impreciso
-  5A01, 5B01, 5D01: Enfermedades de la piel causadas por sustancias de bajo peso molecular (productos farmacéuticos,  sustancias  químico?plásticas,  látex,  aditivos,  etc.)  sustancias  de  alto  peso  molecular (origen vegetal, animal, microorganismos, etc.) y agentes infecciosos",,,,,,,,,,
Código CNO-11:  2413,QUÍMICOS,,,,,,,,,
REQUERIMIENTOS,GRADO,,,,,REQUERIMIENTOS,GRADO,,,
,1,2,3,4,,,1,2,3,4
Carga física,X,,,,,Carga mental,,,,
Carga biomecánica,,,,,,Comunicación,,,X,
Columna cervical,,X,,,,Atención al público,X,,,
Columna dorsolumbar,,X,,,,Toma de decisiones,,,X,
Hombro,X,,,,,Atención/complejidad,,,,X
Codo,,X,,,,Apremio,X,,,
Mano,,X,,,,Dependencia,X,,,
Cadera,X,,,,,Visión,,,,
Rodilla,X,,,,,Agudeza visual,,,X,
Tobillo/pie,X,,,,,Campo visual,,X,,
Manejo de cargas,X,,,,,Audición,,X,,
Trabajo de precisión,,X,,,,Voz,,X,,
Sedestación,,X,,,,Sensibilidad,,,,
Bipedestación,,,,,,Superficial,,X,,
Estática,X,,,,,Profunda,,X,,
Dinámica,X,,,,,,,,,
Marcha por terreno irregular,X,,,,,,,,,
POSIBLES RIESGOS  Y CIRCUNSTANCIAS ESPECÍFICAS,,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL AMBIENTE LABORAL:
-  Inhalación de polvo, humos, gases o vapores
-  Exposición a radiaciones ionizantes
-  Exposición a radiaciones no ionizantes
-  Exposición a sustancias sensibilizantes
-  Exposición a sustancias carcinógenas
-  Exposición a agentes biológicos",,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL MATERIAL/HERRAMIENTAS DE TRABAJO:
-  Manejo de equipos o herramientas con elementos cortantes, punzantes o perforantes.
-  Manejo de materiales o sustancias inflamables
-  Manejo de materiales explosivos
-  Manejo de equipos eléctricos
-  Utilización de pantallas de visualización de datos",,,,,,,,,,
"CIRCUNSTANCIAS ESPECÍFICAS DEL MEDIO LABORAL:
-  Trabajos de especial peligrosidad",,,,,,,,,,
|,,,,,,,,,,
Código CNO-11:  2414,GEÓLOGOS Y GEOFÍSICOS,,,,,,,,,
"GPR:
F; G; J","SECTOR DE ACTIVIDAD (CNAE):
- 74: Otras actividades profesionales, científicas y técnicas",,,,,,,,,
"OCUPACIONES INCLUIDAS:
-  Geólogos
-  Oceanógrafos geológicos
-  Oceanógrafos geofísicos
-  Geofísicos",,"OCUPACIONES AFINES NO INCLUIDAS:
- No constan",,,,,,,,
"REFERENCIAS:
Cualificación profesional (CNCP): no existe
Permisos administrativos: no requiere certificación específica",,,,,,,,,,
"COMPETENCIAS Y TAREAS:
Los geólogos y geofísicos investigan, perfeccionan o desarrollan conceptos, teorías y métodos operativos o aplican  los  conocimientos  científicos  de  la  geología  y  la  geofísica  en  campos  como  la  exploración  y extracción de petróleo, gas y otros minerales, la conservación de recursos hídricos, la ingeniería civil, las telecomunicaciones  y  la  navegación,  y  la  evaluación  y  mitigación  de  los  efectos  de  los  proyectos  de desarrollo y de eliminación de residuos sobre el medio ambiente.
Entre sus tareas se incluyen:
-  realizar investigaciones y perfeccionar los conceptos, teorías y métodos operativos de la geología y la geofísica;
-  estudiar la composición y estructura de la corteza terrestre y analizar rocas, minerales, restos fósiles y otros elementos para descubrir los procesos que han determinado la evolución de la Tierra y la vida terrestre, establecer la naturaleza y cronología de las formaciones geológicas y evaluar sus aplicaciones comerciales;  interpretar  los  resultados  de  las  investigaciones  y  preparar  informes,  mapas,  cartas  y diagramas geológicos;
-  aplicar conocimientos geológicos en la solución de problemas planteados en obras de ingeniería civil como  la  construcción  de  embalses,  puentes,  túneles  y  grandes  edificios  o  la  puesta  en  cultivo  de tierras;
-  usar  distintos  programas  de  teledetección  para  estudiar  y  medir  las  fuerzas  sísmicas,  gravitatorias, eléctricas, térmicas y magnéticas que afectan a la Tierra;
-  estimar el peso, tamaño y volumen de la Tierra y su composición y estructura internas y estudiar la naturaleza, actividad y predictibilidad de los volcanes, glaciares y terremotos;
-  trazar cartas del campo magnético terrestre y aplicarlas, junto con otros datos recopilados, a fines de radiodifusión, navegación y otros;
-  estudiar y medir las propiedades físicas de los mares y de la atmósfera y sus interrelaciones, como en el caso del intercambio de energía térmica;
-  localizar  y  determinar  la  naturaleza  y  extensión  de  yacimientos  de  petróleo,  de  gas  y  de  otros minerales utilizando métodos sismológicos, gravimétricos, magnéticos, eléctricos o radiométricos;
-  localizar depósitos de materiales de construcción y determinar sus características y la idoneidad de su uso como áridos para hormigón, relleno de carreteras y otras aplicaciones;
-  investigar el movimiento, distribución y propiedades físicas de las aguas subterráneas y de superficie;
-  asesorar  en  campos  como  la  gestión  de  residuos,  la  selección  de  rutas  y  emplazamientos  y  la restauración de los emplazamientos contaminados.",,,,,,,,,,
"POSIBLES MENCIONES EN EL CUADRO DE ENFERMEDADES PROFESIONALES:
-  No se contemplan de manera específica",,,,,,,,,,
Código CNO-11:  2414,GEOLÓGOS Y GEOFÍSICOS,,,,,,,,,
REQUERIMIENTOS,GRADO,,,,,REQUERIMIENTOS,GRADO,,,
,1,2,3,4,,,1,2,3,4
Carga física,X,,,,,Carga mental,,,,
Carga biomecánica,,,,,,Comunicación,,,X,
Columna cervical,,X,,,,Atención al público,X,,,
Columna dorsolumbar,,X,,,,Toma de decisiones,,,X,
Hombro,X,,,,,Atención/complejidad,,,,X
Codo,,X,,,,Apremio,X,,,
Mano,,X,,,,Dependencia,X,,,
Cadera,X,,,,,Visión,,,,
Rodilla,X,,,,,Agudeza visual,,,X,
Tobillo/pie,X,,,,,Campo visual,,X,,
Manejo de cargas,X,,,,,Audición,,X,,
Trabajo de precisión,,X,,,,Voz,,X,,
Sedestación,,X,,,,Sensibilidad,,,,
Bipedestación,,,,,,Superficial,,X,,
Estática,X,,,,,Profunda,,X,,
Dinámica,,X,,,,,,,,
Marcha por terreno irregular,,X,,,,,,,,
"Nota: si realizan tareas que precisen desplazamiento, trabajos de campo, etc., el campo visual será grado 3.",,,,,,,,,,
POSIBLES RIESGOS  Y CIRCUNSTANCIAS ESPECÍFICAS,,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL AMBIENTE LABORAL:
-  Inhalación de polvo, humos, gases o vapores",,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL MATERIAL/HERRAMIENTAS DE TRABAJO:
-  Manejo de vehículos
-  Manejo de equipos o herramientas con elementos cortantes, punzantes o perforantes.
-  Utilización de pantallas de visualización de datos",,,,,,,,,,
"CIRCUNSTANCIAS ESPECÍFICAS DEL MEDIO LABORAL:
-  Trabajos en intemperie",,,,,,,,,,
|,,,,,,,,,,
Código CNO-11:  2415,MATEMÁTICOS Y ACTUARIOS,,,,,,,,,
"GPR:
F; G; J","SECTOR DE ACTIVIDAD (CNAE):
- 74: Otras actividades profesionales, científicas y técnicas",,,,,,,,,
"OCUPACIONES INCLUIDAS:
-  Actuarios
-  Matemáticos
-  Matemáticos, matemáticas aplicadas",,"OCUPACIONES AFINES NO INCLUIDAS:
- 3404: Auxiliares actuariales",,,,,,,,
"REFERENCIAS:
Cualificación profesional (CNCP): no existe
Permisos administrativos: no requiere certificación específica",,,,,,,,,,
"COMPETENCIAS Y TAREAS:
Los   matemáticos   y   actuarios   investigan,   perfeccionan   o   desarrollan   conceptos,   teorías,   métodos operativos  y  técnicas  matemáticas  y  actuariales  y  los  aplican  a  una  amplia  gama  de  tareas,  o  prestan asesoramiento sobre ellas, en ámbitos como la ingeniería, la gestión y las ciencias sociales y de otra índole. Entre sus tareas se incluyen:
-  estudiar, perfeccionar y desarrollar teorías y técnicas matemáticas y actuariales;
-  asesorar  sobre  fundamentos,  modelos  y  técnicas  matemáticas,  y  aplicarlos  a  una  amplia  gama  de tareas en los ámbitos de la ingeniería y las ciencias naturales, sociales y de la vida;
-  analizar   lógicamente   diversos   problemas   de   gestión   y   formular   modelos   matemáticos   para   su programación y solución mediante ordenador;
-  diseñar y poner en funcionamiento regímenes de pensiones y sistemas de seguros de vida, de salud, sociales y de otra índole;
-  aplicar las matemáticas, la estadística, la teoría de la probabilidad y la teoría de riesgos para evaluar los posibles efectos financieros de eventos futuros;
-  preparar ponencias e informes científicos;
-  supervisar la labor de ayudantes matemáticos y actuariales.",,,,,,,,,,
"POSIBLES MENCIONES EN EL CUADRO DE ENFERMEDADES PROFESIONALES:
-  No se contemplan de manera específica",,,,,,,,,,
Código CNO-11:  2415,MATEMÁTICOS Y ACTUARIOS,,,,,,,,,
REQUERIMIENTOS,GRADO,,,,,REQUERIMIENTOS,GRADO,,,
,1,2,3,4,,,1,2,3,4
Carga física,X,,,,,Carga mental,,,,
Carga biomecánica,,,,,,Comunicación,,,X,
Columna cervical,,X,,,,Atención al público,,X,,
Columna dorsolumbar,,X,,,,Toma de decisiones,,,X,
Hombro,X,,,,,Atención/complejidad,,,,X
Codo,,X,,,,Apremio,,X,,
Mano,,X,,,,Dependencia,X,,,
Cadera,X,,,,,Visión,,,,
Rodilla,X,,,,,Agudeza visual,,,X,
Tobillo/pie,X,,,,,Campo visual,,X,,
Manejo de cargas,X,,,,,Audición,,X,,
Trabajo de precisión,,X,,,,Voz,,X,,
Sedestación,,,X,,,Sensibilidad,,,,
Bipedestación,,,,,,Superficial,,X,,
Estática,X,,,,,Profunda,,X,,
Dinámica,X,,,,,,,,,
Marcha por terreno irregular,X,,,,,,,,,
POSIBLES RIESGOS  Y CIRCUNSTANCIAS ESPECÍFICAS,,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL AMBIENTE LABORAL:
-  No constan",,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL MATERIAL/HERRAMIENTAS DE TRABAJO:
-  Utilización de pantallas de visualización de datos",,,,,,,,,,
"CIRCUNSTANCIAS ESPECÍFICAS DEL MEDIO LABORAL:
-  No constan",,,,,,,,,,
|,,,,,,,,,,
Código CNO-11:  2416,ESTADÍSTICOS,,,,,,,,,
"GPR:
F; G; J","SECTOR DE ACTIVIDAD (CNAE):
- 74: Otras actividades profesionales, científicas y técnicas",,,,,,,,,
"OCUPACIONES INCLUIDAS:
-  Estadísticos
-  Estadísticos, demografía
-  Estadísticos, economía",,"OCUPACIONES AFINES NO INCLUIDAS:
- 3404: Inspectores de entrevistadores y encuestas",,,,,,,,
"REFERENCIAS:
Cualificación profesional (CNCP): no existe
Permisos administrativos: no requiere certificación específica",,,,,,,,,,
